403 153 153
	-4.209368e+00	2.142220e-01
	-4.000000e+00	2.045137e-01
	-3.800152e+00	1.948053e-01
	-3.610389e+00	1.850969e-01
	-3.429959e+00	1.761046e-01
	-3.258180e+00	1.677596e-01
	-3.094439e+00	1.600012e-01
	-2.938178e+00	1.527758e-01
	-2.788888e+00	1.460355e-01
	-2.646107e+00	1.397380e-01
	-2.509412e+00	1.338452e-01
	-2.378416e+00	1.283233e-01
	-2.252765e+00	1.231417e-01
	-2.132133e+00	1.182731e-01
	-2.016219e+00	1.136927e-01
	-1.904747e+00	1.093783e-01
	-1.797462e+00	1.053096e-01
	-1.694128e+00	1.014683e-01
	-1.594526e+00	9.783790e-02
	-1.498452e+00	9.440311e-02
	-1.405719e+00	9.115018e-02
	-1.316152e+00	8.806650e-02
	-1.229586e+00	8.514053e-02
	-1.145871e+00	8.236170e-02
	-1.064863e+00	7.972032e-02
	-9.864303e-01	7.720747e-02
	-9.104482e-01	7.481495e-02
	-8.368004e-01	7.253521e-02
	-7.653777e-01	7.036127e-02
	-6.960778e-01	6.828670e-02
	-6.288043e-01	6.630553e-02
	-5.634668e-01	6.441224e-02
	-4.999798e-01	6.260173e-02
	-4.382633e-01	6.086923e-02
	-3.782414e-01	5.921033e-02
	-3.198426e-01	5.762094e-02
	-2.629995e-01	5.609722e-02
	-2.076482e-01	5.463562e-02
	-1.537283e-01	5.323280e-02
	-1.011826e-01	5.188566e-02
	-4.995696e-02	5.059130e-02
	0.000000e+00	4.997848e-02
	5.000000e-02	5.000000e-02
	1.000000e-01	5.000000e-02
	1.500000e-01	5.000000e-02
	2.000000e-01	5.000000e-02
	2.500000e-01	5.000000e-02
	3.000000e-01	5.000000e-02
	3.500000e-01	5.000000e-02
	4.000000e-01	5.000000e-02
	4.500000e-01	5.000000e-02
	5.000000e-01	5.000000e-02
	5.500000e-01	5.000000e-02
	6.000000e-01	5.000000e-02
	6.500000e-01	5.000000e-02
	7.000000e-01	5.000000e-02
	7.500000e-01	5.000000e-02
	8.000000e-01	5.000000e-02
	8.500000e-01	5.000000e-02
